,correlation,scores_based_on_emp_rank,p_value,subharmonic_method,periods_considered,threshold_exponent
616,-0.01709016657232803,"[0.30182007841980996, 0.0, 0.7214823642898025, 0.9912374823239093, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.10179917983525419, 0.506620074603839]",0.9558088216485241,Smallest_t_sub_and_choose_top_3_delta_t,19,10**12
617,0.616829727671509,"[0.0, 0.1310116144078594, 0.08697656346378536, 0.06615483578670031, 0.09461247217482213, 0.1597428239254548, 0.08521910176579284, 0.11815449409492772, 0.0796315512475953, 0.2023952518623577, 0.25777164878007836, 0.18238764679065278, 1.0]",0.024730858318244987,Smallest_t_sub_and_filter_by_smallest_delta_t,19,10**12
618,-0.3910996447017861,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.012634369334528406, 0.01027036348763175, 0.013474071254933124, 0.017008801818547383, 0.011813862871107517, 0.008161067692294128, 0.03266250202937435, 0.004137255095701644, 0.004656437990102988]",0.18635857527576286,Smallest_delta_t_and_choose_top_3_t_sub,20,10**12
619,-0.4002313272930091,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.007850560785578642, 0.01027036348763175, 0.0021224142986036557, 0.004382099874369233, 0.0018389414140227564, 0.0009923295764936214, 0.0011645806103769403, 0.002776304089916238, 0.003865652803041176]",0.1753786476074436,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),20,10**12
620,-0.39397689196944746,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.009917773036169949, 0.01027036348763175, 0.003116965221017384, 0.008966560529433506, 0.006672596665454883, 0.0034293393313226637, 0.006087176070305282, 0.002042923240940738, 0.016980302308394642]",0.18285328130654266,Smallest_ratio_and_filter_by_smallest_t_sub,20,10**12
621,-0.33378163288867113,"[0.0, 0.0, 1.0, 0.8091305751160662, 0.09958801652894764, 0.1013428018540624, 0.05582978793634617, 0.09469192430948643, 0.08168596369912572, 0.05856056122786618, 0.07802035676863624, 0.04519870839903213, 0.1303084890112484]",0.26504113543703156,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,20,10**12
622,-0.01709016657232803,"[0.30182007841980996, 0.0, 0.7214823642898025, 0.9912374823239093, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.10179917983525419, 0.506620074603839]",0.9558088216485241,Smallest_t_sub_and_choose_top_3_delta_t,20,10**12
623,0.616829727671509,"[0.0, 0.1310116144078594, 0.08697656346378536, 0.06615483578670031, 0.09461247217482213, 0.1597428239254548, 0.08521910176579284, 0.11815449409492772, 0.0796315512475953, 0.2023952518623577, 0.25777164878007836, 0.18238764679065278, 1.0]",0.024730858318244987,Smallest_t_sub_and_filter_by_smallest_delta_t,20,10**12
624,-0.3910996447017861,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.012634369334528406, 0.01027036348763175, 0.013474071254933124, 0.017008801818547383, 0.011813862871107517, 0.008161067692294128, 0.03266250202937435, 0.004137255095701644, 0.004656437990102988]",0.18635857527576286,Smallest_delta_t_and_choose_top_3_t_sub,21,10**12
625,-0.4002313272930091,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.007850560785578642, 0.01027036348763175, 0.0021224142986036557, 0.004382099874369233, 0.0018389414140227564, 0.0009923295764936214, 0.0011645806103769403, 0.002776304089916238, 0.003865652803041176]",0.1753786476074436,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),21,10**12
626,-0.392887481902099,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.009917773036169949, 0.01027036348763175, 0.00904218721531652, 0.008966560529433506, 0.006672596665454883, 0.0034293393313226637, 0.006087176070305282, 0.0065526762734450196, 0.016980302308394642]",0.1841755337684754,Smallest_ratio_and_filter_by_smallest_t_sub,21,10**12
627,-0.32438615926140707,"[0.0, 0.0, 1.0, 0.8091305751160662, 0.09958801652894764, 0.1013428018540624, 0.09509041600138535, 0.09469192430948643, 0.08168596369912572, 0.05856056122786618, 0.07802035676863624, 0.08094860266517898, 0.1303084890112484]",0.2795518418517059,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,21,10**12
628,-0.01709016657232803,"[0.30182007841980996, 0.0, 0.7214823642898025, 0.9912374823239093, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.10179917983525419, 0.506620074603839]",0.9558088216485241,Smallest_t_sub_and_choose_top_3_delta_t,21,10**12
629,0.616829727671509,"[0.0, 0.1310116144078594, 0.08697656346378536, 0.06615483578670031, 0.09461247217482213, 0.1597428239254548, 0.08521910176579284, 0.11815449409492772, 0.0796315512475953, 0.2023952518623577, 0.25777164878007836, 0.18238764679065278, 1.0]",0.024730858318244987,Smallest_t_sub_and_filter_by_smallest_delta_t,21,10**12
630,-0.3910996447017861,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.012634369334528406, 0.01027036348763175, 0.013474071254933124, 0.017008801818547383, 0.011813862871107517, 0.008161067692294128, 0.03266250202937435, 0.004137255095701644, 0.004656437990102988]",0.18635857527576286,Smallest_delta_t_and_choose_top_3_t_sub,22,10**12
631,-0.4002313272930091,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.007850560785578642, 0.01027036348763175, 0.0021224142986036557, 0.004382099874369233, 0.0018389414140227564, 0.0009923295764936214, 0.0011645806103769403, 0.002776304089916238, 0.003865652803041176]",0.1753786476074436,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),22,10**12
632,-0.392887481902099,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.009917773036169949, 0.01027036348763175, 0.00904218721531652, 0.008966560529433506, 0.006672596665454883, 0.0034293393313226637, 0.006087176070305282, 0.0065526762734450196, 0.016980302308394642]",0.1841755337684754,Smallest_ratio_and_filter_by_smallest_t_sub,22,10**12
633,-0.32438615926140707,"[0.0, 0.0, 1.0, 0.8091305751160662, 0.09958801652894764, 0.1013428018540624, 0.09509041600138535, 0.09469192430948643, 0.08168596369912572, 0.05856056122786618, 0.07802035676863624, 0.08094860266517898, 0.1303084890112484]",0.2795518418517059,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,22,10**12
634,-0.01709016657232803,"[0.30182007841980996, 0.0, 0.7214823642898025, 0.9912374823239093, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.10179917983525419, 0.506620074603839]",0.9558088216485241,Smallest_t_sub_and_choose_top_3_delta_t,22,10**12
635,0.616829727671509,"[0.0, 0.1310116144078594, 0.08697656346378536, 0.06615483578670031, 0.09461247217482213, 0.1597428239254548, 0.08521910176579284, 0.11815449409492772, 0.0796315512475953, 0.2023952518623577, 0.25777164878007836, 0.18238764679065278, 1.0]",0.024730858318244987,Smallest_t_sub_and_filter_by_smallest_delta_t,22,10**12
636,-0.3910996447017861,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.012634369334528406, 0.01027036348763175, 0.013474071254933124, 0.017008801818547383, 0.011813862871107517, 0.008161067692294128, 0.03266250202937435, 0.004137255095701644, 0.004656437990102988]",0.18635857527576286,Smallest_delta_t_and_choose_top_3_t_sub,23,10**12
637,-0.3990791060618193,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.007850560785578642, 0.01027036348763175, 0.0021224142986036557, 0.004382099874369233, 0.0018389414140227564, 0.008161067692294124, 0.0011645806103769403, 0.002776304089916238, 0.003865652803041176]",0.1767407621663123,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),23,10**12
638,-0.3885518097624955,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.009917773036169949, 0.01027036348763175, 0.00904218721531652, 0.008966560529433506, 0.006672596665454883, 0.008161067692294124, 0.006087176070305282, 0.018490483136325963, 0.016980302308394642]",0.18949774805601197,Smallest_ratio_and_filter_by_smallest_t_sub,23,10**12
639,-0.30172462570364267,"[0.0, 0.0, 1.0, 0.8091305751160662, 0.09958801652894764, 0.1013428018540624, 0.09509041600138535, 0.09469192430948643, 0.08168596369912572, 0.09033862790796705, 0.07802035676863624, 0.13597971590029875, 0.1303084890112484]",0.31640443741662544,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,23,10**12
640,-0.01709016657232803,"[0.30182007841980996, 0.0, 0.7214823642898025, 0.9912374823239093, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.10179917983525419, 0.506620074603839]",0.9558088216485241,Smallest_t_sub_and_choose_top_3_delta_t,23,10**12
641,0.616829727671509,"[0.0, 0.1310116144078594, 0.08697656346378536, 0.06615483578670031, 0.09461247217482213, 0.1597428239254548, 0.08521910176579284, 0.11815449409492772, 0.0796315512475953, 0.2023952518623577, 0.25777164878007836, 0.18238764679065278, 1.0]",0.024730858318244987,Smallest_t_sub_and_filter_by_smallest_delta_t,23,10**12
642,-0.39062097711839755,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.017077814257247515, 0.01027036348763175, 0.013474071254933124, 0.017008801818547383, 0.024812329275616787, 0.008161067692294128, 0.03266250202937435, 0.004137255095701644, 0.004656437990102988]",0.18694581499195806,Smallest_delta_t_and_choose_top_3_t_sub,24,10**12
643,-0.39899141405132926,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.009917773036169949, 0.01027036348763175, 0.0021224142986036557, 0.004382099874369233, 0.006672596665454883, 0.008161067692294124, 0.0011645806103769403, 0.002776304089916238, 0.003865652803041176]",0.17684470367106228,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),24,10**12
644,-0.3882923972043002,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.009917773036169949, 0.01027036348763175, 0.00904218721531652, 0.008966560529433506, 0.009418261807188699, 0.008161067692294124, 0.006087176070305282, 0.018490483136325963, 0.016980302308394642]",0.18981922541195234,Smallest_ratio_and_filter_by_smallest_t_sub,24,10**12
645,-0.3000988089264106,"[0.0, 0.0, 1.0, 0.8091305751160662, 0.09958801652894764, 0.1013428018540624, 0.09509041600138535, 0.09469192430948643, 0.09704772953134298, 0.09033862790796705, 0.07802035676863624, 0.13597971590029875, 0.1303084890112484]",0.31914828709067955,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,24,10**12
646,-0.01709016657232803,"[0.30182007841980996, 0.0, 0.7214823642898025, 0.9912374823239093, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.10179917983525419, 0.506620074603839]",0.9558088216485241,Smallest_t_sub_and_choose_top_3_delta_t,24,10**12
647,0.616829727671509,"[0.0, 0.1310116144078594, 0.08697656346378536, 0.06615483578670031, 0.09461247217482213, 0.1597428239254548, 0.08521910176579284, 0.11815449409492772, 0.0796315512475953, 0.2023952518623577, 0.25777164878007836, 0.18238764679065278, 1.0]",0.024730858318244987,Smallest_t_sub_and_filter_by_smallest_delta_t,24,10**12
648,-0.3876767989629371,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.017077814257247515, 0.01027036348763175, 0.013474071254933124, 0.031504951733041464, 0.024812329275616787, 0.023405301614705255, 0.03266250202937435, 0.004137255095701644, 0.004656437990102988]",0.19058348064418756,Smallest_delta_t_and_choose_top_3_t_sub,25,10**12
649,-0.3988709245822925,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.009917773036169949, 0.01027036348763175, 0.0021224142986036557, 0.008966560529433506, 0.006672596665454883, 0.008161067692294124, 0.0011645806103769403, 0.002776304089916238, 0.003865652803041176]",0.17698758356678201,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),25,10**12
650,-0.38807598786307723,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.010299434572354795, 0.008688464832650424, 0.00904218721531652, 0.007061184110864979, 0.009418261807188699, 0.009162203012960826, 0.006087176070305282, 0.018490483136325963, 0.016980302308394642]",0.1900876736708894,Smallest_ratio_and_filter_by_smallest_t_sub,25,10**12
651,-0.29908293559657206,"[0.0, 0.0, 1.0, 0.8091305751160662, 0.10148612995062327, 0.0932119350332908, 0.09509041600138535, 0.08403085213696801, 0.09704772953134298, 0.09571939726597126, 0.07802035676863624, 0.13597971590029875, 0.1303084890112484]",0.3208694899681956,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,25,10**12
652,-0.01709016657232803,"[0.30182007841980996, 0.0, 0.7214823642898025, 0.9912374823239093, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.10179917983525419, 0.506620074603839]",0.9558088216485241,Smallest_t_sub_and_choose_top_3_delta_t,25,10**12
653,0.616829727671509,"[0.0, 0.1310116144078594, 0.08697656346378536, 0.06615483578670031, 0.09461247217482213, 0.1597428239254548, 0.08521910176579284, 0.11815449409492772, 0.0796315512475953, 0.2023952518623577, 0.25777164878007836, 0.18238764679065278, 1.0]",0.024730858318244987,Smallest_t_sub_and_filter_by_smallest_delta_t,25,10**12
654,-0.3876767989629371,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.017077814257247515, 0.01027036348763175, 0.013474071254933124, 0.031504951733041464, 0.024812329275616787, 0.023405301614705255, 0.03266250202937435, 0.004137255095701644, 0.004656437990102988]",0.19058348064418756,Smallest_delta_t_and_choose_top_3_t_sub,26,10**12
655,-0.3988709245822925,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.009917773036169949, 0.01027036348763175, 0.0021224142986036557, 0.008966560529433506, 0.006672596665454883, 0.008161067692294124, 0.0011645806103769403, 0.002776304089916238, 0.003865652803041176]",0.17698758356678201,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),26,10**12
656,-0.3873277115283248,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.010299434572354795, 0.008688464832650424, 0.00904218721531652, 0.008435109683468615, 0.009418261807188699, 0.009162203012960826, 0.009180571307671654, 0.018490483136325963, 0.016980302308394642]",0.19101772644096043,Smallest_ratio_and_filter_by_smallest_t_sub,26,10**12
657,-0.29448103978240786,"[0.0, 0.0, 1.0, 0.8091305751160662, 0.10148612995062327, 0.0932119350332908, 0.09509041600138535, 0.09184285319756032, 0.09704772953134298, 0.09571939726597126, 0.09581529787915734, 0.13597971590029875, 0.1303084890112484]",0.3287312792097436,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,26,10**12
658,-0.01709016657232803,"[0.30182007841980996, 0.0, 0.7214823642898025, 0.9912374823239093, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.10179917983525419, 0.506620074603839]",0.9558088216485241,Smallest_t_sub_and_choose_top_3_delta_t,26,10**12
659,0.616829727671509,"[0.0, 0.1310116144078594, 0.08697656346378536, 0.06615483578670031, 0.09461247217482213, 0.1597428239254548, 0.08521910176579284, 0.11815449409492772, 0.0796315512475953, 0.2023952518623577, 0.25777164878007836, 0.18238764679065278, 1.0]",0.024730858318244987,Smallest_t_sub_and_filter_by_smallest_delta_t,26,10**12
660,-0.38302049527014304,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.017077814257247515, 0.016473984143429474, 0.03715624331002968, 0.031504951733041464, 0.024812329275616787, 0.023405301614705255, 0.0584727692414151, 0.004137255095701644, 0.004656437990102988]",0.1964269049507991,Smallest_delta_t_and_choose_top_3_t_sub,27,10**12
661,-0.3957985544362267,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.009917773036169949, 0.01027036348763175, 0.00904218721531652, 0.008966560529433506, 0.01181386287110751, 0.008161067692294124, 0.013715610570612689, 0.002776304089916238, 0.003865652803041176]",0.18065574474467966,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),27,10**12
662,-0.38192737430223894,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.010299434572354795, 0.012103000751276106, 0.014460628188254757, 0.008435109683468615, 0.009418261807188699, 0.012108552869638703, 0.03266250202937435, 0.018490483136325963, 0.016980302308394642]",0.19781478813310993,Smallest_ratio_and_filter_by_smallest_t_sub,27,10**12
663,-0.2724837671879151,"[0.0, 0.0, 1.0, 0.8091305751160662, 0.10148612995062327, 0.11001363893298007, 0.12025235211111157, 0.09184285319756032, 0.09704772953134298, 0.11003886981261986, 0.18072770133373123, 0.13597971590029875, 0.1303084890112484]",0.367760565409097,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,27,10**12
664,-0.01709016657232803,"[0.30182007841980996, 0.0, 0.7214823642898025, 0.9912374823239093, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.10179917983525419, 0.506620074603839]",0.9558088216485241,Smallest_t_sub_and_choose_top_3_delta_t,27,10**12
665,0.616829727671509,"[0.0, 0.1310116144078594, 0.08697656346378536, 0.06615483578670031, 0.09461247217482213, 0.1597428239254548, 0.08521910176579284, 0.11815449409492772, 0.0796315512475953, 0.2023952518623577, 0.25777164878007836, 0.18238764679065278, 1.0]",0.024730858318244987,Smallest_t_sub_and_filter_by_smallest_delta_t,27,10**12
666,-0.38302049527014304,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.017077814257247515, 0.016473984143429474, 0.03715624331002968, 0.031504951733041464, 0.024812329275616787, 0.023405301614705255, 0.0584727692414151, 0.004137255095701644, 0.004656437990102988]",0.1964269049507991,Smallest_delta_t_and_choose_top_3_t_sub,28,10**12
667,-0.3913532933299344,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.009917773036169949, 0.01027036348763175, 0.00904218721531652, 0.008966560529433506, 0.01181386287110751, 0.008161067692294124, 0.03266250202937435, 0.002776304089916238, 0.003865652803041176]",0.18604786670785203,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),28,10**12
668,-0.38192737430223894,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.010299434572354795, 0.012103000751276106, 0.014460628188254757, 0.008435109683468615, 0.009418261807188699, 0.012108552869638703, 0.03266250202937435, 0.018490483136325963, 0.016980302308394642]",0.19781478813310993,Smallest_ratio_and_filter_by_smallest_t_sub,28,10**12
669,-0.2724837671879151,"[0.0, 0.0, 1.0, 0.8091305751160662, 0.10148612995062327, 0.11001363893298007, 0.12025235211111157, 0.09184285319756032, 0.09704772953134298, 0.11003886981261986, 0.18072770133373123, 0.13597971590029875, 0.1303084890112484]",0.367760565409097,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,28,10**12
670,-0.01709016657232803,"[0.30182007841980996, 0.0, 0.7214823642898025, 0.9912374823239093, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.10179917983525419, 0.506620074603839]",0.9558088216485241,Smallest_t_sub_and_choose_top_3_delta_t,28,10**12
671,0.616829727671509,"[0.0, 0.1310116144078594, 0.08697656346378536, 0.06615483578670031, 0.09461247217482213, 0.1597428239254548, 0.08521910176579284, 0.11815449409492772, 0.0796315512475953, 0.2023952518623577, 0.25777164878007836, 0.18238764679065278, 1.0]",0.024730858318244987,Smallest_t_sub_and_filter_by_smallest_delta_t,28,10**12
672,-0.38674455561762017,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.038218139420932065, 0.016473984143429474, 0.03715624331002968, 0.031504951733041464, 0.024812329275616787, 0.023405301614705255, 0.0584727692414151, 0.004137255095701644, 0.004656437990102988]",0.19174452851287097,Smallest_delta_t_and_choose_top_3_t_sub,29,10**12
673,-0.39183204498735397,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.012634369334528406, 0.01027036348763175, 0.00904218721531652, 0.008966560529433506, 0.01181386287110751, 0.008161067692294124, 0.03266250202937435, 0.002776304089916238, 0.003865652803041176]",0.1854623093955965,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),29,10**12
674,-0.3820701289374363,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.011105226791292031, 0.012103000751276106, 0.014460628188254757, 0.008435109683468615, 0.009418261807188699, 0.012108552869638703, 0.03266250202937435, 0.018490483136325963, 0.016980302308394642]",0.1976331921356122,Smallest_ratio_and_filter_by_smallest_t_sub,29,10**12
675,-0.27313263037249136,"[0.0, 0.0, 1.0, 0.8091305751160662, 0.10538133986286202, 0.11001363893298007, 0.12025235211111157, 0.09184285319756032, 0.09704772953134298, 0.11003886981261986, 0.18072770133373123, 0.13597971590029875, 0.1303084890112484]",0.3665753798239364,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,29,10**12
676,-0.01709016657232803,"[0.30182007841980996, 0.0, 0.7214823642898025, 0.9912374823239093, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.10179917983525419, 0.506620074603839]",0.9558088216485241,Smallest_t_sub_and_choose_top_3_delta_t,29,10**12
677,0.616829727671509,"[0.0, 0.1310116144078594, 0.08697656346378536, 0.06615483578670031, 0.09461247217482213, 0.1597428239254548, 0.08521910176579284, 0.11815449409492772, 0.0796315512475953, 0.2023952518623577, 0.25777164878007836, 0.18238764679065278, 1.0]",0.024730858318244987,Smallest_t_sub_and_filter_by_smallest_delta_t,29,10**12
678,-0.38674455561762017,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.038218139420932065, 0.016473984143429474, 0.03715624331002968, 0.031504951733041464, 0.024812329275616787, 0.023405301614705255, 0.0584727692414151, 0.004137255095701644, 0.004656437990102988]",0.19174452851287097,Smallest_delta_t_and_choose_top_3_t_sub,30,10**12
679,-0.3914290696550212,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.012634369334528406, 0.01027036348763175, 0.00904218721531652, 0.008966560529433506, 0.01181386287110751, 0.008161067692294124, 0.03266250202937435, 0.004137255095701644, 0.003865652803041176]",0.18595510755542402,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),30,10**12
680,-0.3808465394115801,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.011105226791292031, 0.012103000751276106, 0.010823447880606974, 0.008435109683468615, 0.009418261807188699, 0.018639099662537576, 0.03266250202937435, 0.018490483136325963, 0.016980302308394642]",0.19919308841156172,Smallest_ratio_and_filter_by_smallest_t_sub,30,10**12
681,-0.2678310470537222,"[0.0, 0.0, 1.0, 0.8091305751160662, 0.10538133986286202, 0.11001363893298007, 0.10403580095624282, 0.09184285319756032, 0.09704772953134298, 0.13652508803343646, 0.18072770133373123, 0.13597971590029875, 0.1303084890112484]",0.3763186216579234,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,30,10**12
682,-0.01709016657232803,"[0.30182007841980996, 0.0, 0.7214823642898025, 0.9912374823239093, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.10179917983525419, 0.506620074603839]",0.9558088216485241,Smallest_t_sub_and_choose_top_3_delta_t,30,10**12
683,0.616829727671509,"[0.0, 0.1310116144078594, 0.08697656346378536, 0.06615483578670031, 0.09461247217482213, 0.1597428239254548, 0.08521910176579284, 0.11815449409492772, 0.0796315512475953, 0.2023952518623577, 0.25777164878007836, 0.18238764679065278, 1.0]",0.024730858318244987,Smallest_t_sub_and_filter_by_smallest_delta_t,30,10**12
684,-0.38674455561762017,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.038218139420932065, 0.016473984143429474, 0.03715624331002968, 0.031504951733041464, 0.024812329275616787, 0.023405301614705255, 0.0584727692414151, 0.004137255095701644, 0.004656437990102988]",0.19174452851287097,Smallest_delta_t_and_choose_top_3_t_sub,31,10**12
685,-0.3912062535317453,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.012634369334528406, 0.01027036348763175, 0.00904218721531652, 0.017008801818547376, 0.01181386287110751, 0.008161067692294124, 0.03266250202937435, 0.004137255095701644, 0.003865652803041176]",0.18622794416787353,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),31,10**12
686,-0.37873117256621985,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.011105226791292031, 0.012103000751276106, 0.010823447880606974, 0.029459902571983568, 0.024812329275616787, 0.018639099662537576, 0.03266250202937435, 0.018490483136325963, 0.016980302308394642]",0.20190796616090098,Smallest_ratio_and_filter_by_smallest_t_sub,31,10**12
687,-0.2570566543206388,"[0.0, 0.0, 1.0, 0.8091305751160662, 0.10538133986286202, 0.11001363893298007, 0.10403580095624282, 0.17163887255509333, 0.15751929810539655, 0.13652508803343646, 0.18072770133373123, 0.13597971590029875, 0.1303084890112484]",0.39653460018492265,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,31,10**12
688,-0.01709016657232803,"[0.30182007841980996, 0.0, 0.7214823642898025, 0.9912374823239093, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.10179917983525419, 0.506620074603839]",0.9558088216485241,Smallest_t_sub_and_choose_top_3_delta_t,31,10**12
689,0.616829727671509,"[0.0, 0.1310116144078594, 0.08697656346378536, 0.06615483578670031, 0.09461247217482213, 0.1597428239254548, 0.08521910176579284, 0.11815449409492772, 0.0796315512475953, 0.2023952518623577, 0.25777164878007836, 0.18238764679065278, 1.0]",0.024730858318244987,Smallest_t_sub_and_filter_by_smallest_delta_t,31,10**12
690,-0.37152380448310274,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.038218139420932065, 0.019537222449480845, 0.03715624331002968, 0.031504951733041464, 0.024812329275616787, 0.07075631249043451, 0.0584727692414151, 0.028460108156737326, 0.004656437990102988]",0.2113303850838067,Smallest_delta_t_and_choose_top_3_t_sub,32,10**12
691,-0.3912062535317453,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.012634369334528406, 0.01027036348763175, 0.00904218721531652, 0.017008801818547376, 0.01181386287110751, 0.008161067692294124, 0.03266250202937435, 0.004137255095701644, 0.003865652803041176]",0.18622794416787353,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),32,10**12
692,-0.3782086461043414,"[0.0, 0.0, 1.0, 0.6546922875876561, 0.011105226791292031, 0.0073735596242204965, 0.010823447880606974, 0.029459902571983568, 0.024812329275616787, 0.018639099662537576, 0.03266250202937435, 0.018490483136325963, 0.016980302308394642]",0.2025821143312085,Smallest_ratio_and_filter_by_smallest_t_sub,32,10**12
693,-0.25462279349024636,"[0.0, 0.0, 1.0, 0.8091305751160662, 0.10538133986286202, 0.08586943358506854, 0.10403580095624282, 0.17163887255509333, 0.15751929810539655, 0.13652508803343646, 0.18072770133373123, 0.13597971590029875, 0.1303084890112484]",0.4011773780157603,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,32,10**12
694,-0.01709016657232803,"[0.30182007841980996, 0.0, 0.7214823642898025, 0.9912374823239093, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.10179917983525419, 0.506620074603839]",0.9558088216485241,Smallest_t_sub_and_choose_top_3_delta_t,32,10**12
695,0.616829727671509,"[0.0, 0.1310116144078594, 0.08697656346378536, 0.06615483578670031, 0.09461247217482213, 0.1597428239254548, 0.08521910176579284, 0.11815449409492772, 0.0796315512475953, 0.2023952518623577, 0.25777164878007836, 0.18238764679065278, 1.0]",0.024730858318244987,Smallest_t_sub_and_filter_by_smallest_delta_t,32,10**12
696,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_choose_top_3_t_sub,4,10**2
